drillhole,date,block,easting,northing,elev,x,y,z
T3YB5498,2000-05-26,,,,,590686.398,1052368.636,262.004
T3YB5499,2000-05-26,,,,,590661.511,1052343.523,257.762
T3YB5500,2000-05-27,,,,,590686.511,1052343.636,263.295
T3YB5501,2000-05-24,,,,,590661.398,1052368.523,256.568
T3YB5502,2000-05-24,E068,E525,S825,131.61,591988.611,1051614.93,219.213
T3YB5503,2000-05-25,E068,E500,S800,127.86,591963.497,1051639.815,218.779
T3YB5504,2000-05-26,E068,E475,S800,169.24,591938.498,1051639.701,219.535
T3YB5505,2000-05-29,E068,E525,S800,134.98,591988.498,1051639.928,212.833
T3YB5506,2000-05-30,E068,E550,S800,377.08,592013.497,1051640.042,207.091
T3YB5507,2000-05-31,E068,E550,S825,402.2,592013.61,1051615.043,210.24
T3YB5516,2000-05-27,,,,,590761.51,1052343.976,265.719
T3YB5517,2000-06-01,E068,E550,S850,283.12,592013.724,1051590.042,207.76
T3YB5518,2000-06-02,E068,E550,S875,380.56,592013.837,1051565.043,202.452
T3YB5523,2000-06-03,F062,E550,S000,136.44,592013.951,1051540.042,191.317
T3YB5524,2000-06-05,F062,E550,S050,135.4,592014.178,1051490.044,213.109
T3YB5527,2000-05-30,,,,,590661.738,1052293.524,261.222
T3YB5528,2000-05-30,,,,,590661.851,1052268.524,261.634
T3YB5529,2000-05-31,,,,,590686.738,1052293.637,265.875
T3YB5530,2000-05-29,,,,,590686.624,1052318.636,264.728
T3YB5548,2000-06-05,,,,,590812.303,1052169.205,273.347
T3YB5549,2000-06-05,,,,,590812.189,1052194.204,271.515
T3YB5550,2000-06-06,,,,,590812.076,1052219.204,269.27
T3YB5551,2000-06-07,,,,,590811.963,1052244.204,268.424
T3YB5552,2000-06-05,F062,E525,S025,138.34,591989.065,1051514.93,201.289
T3YB5553,2000-06-06,F062,E525,S000,140.91,591988.951,1051539.929,204.738
T3YB5554,2000-06-07,E068,E525,S875,137.18,591988.838,1051564.929,210.44
T3YB5555,2000-06-08,E068,E525,S850,102.47,591988.724,1051589.929,217.083
T3YB5560,2000-06-06,,,,,590761.624,1052318.976,267.135
T3YB5561,2000-06-07,,,,,590761.737,1052293.977,267.638
T3YB5562,2000-06-08,,,,,590761.85,1052268.977,268.932
T3YB5563,2000-06-09,,,,,590761.963,1052243.977,269.531
T3YB5564,2000-06-10,,,,,590762.077,1052218.978,270.95
T3YB5565,2000-06-08,,,,,590811.85,1052269.204,268.609
T3YB5566,2000-06-09,,,,,590811.736,1052294.203,268.509
T3YB5567,2000-06-09,,,,,590811.623,1052319.203,268.135
T3YB5568,2000-06-10,,,,,590811.51,1052344.203,267.284
T3YB5577,2000-06-09,E068,E500,S850,79.88,591963.725,1051589.816,227.343
T3YB5578,2000-06-10,E068,E500,S875,106.96,591963.839,1051564.816,220.324
T3YB5579,2000-06-12,F062,E500,S000,94.27,591963.952,1051539.815,212.484
T3YB5580,2000-06-13,F062,E500,S025,116.69,591964.065,1051514.817,211.014
T3YB5581,2000-06-12,,,,,590811.396,1052369.202,263.726
T3YB5582,2000-06-13,,,,,590811.283,1052394.202,260.848
T3YB5583,2000-06-14,,,,,590811.17,1052419.202,254.725
T3YB5584,2000-06-15,,,,,590811.057,1052444.202,250.873
T3YB5585,2000-06-10,,,,,590762.19,1052193.978,272.242
T3YB5586,2000-06-12,,,,,590762.303,1052168.978,273.207
T3YB5587,2000-06-13,,,,,590762.417,1052143.979,274.591
T3YB5588,2000-06-12,,,,,590762.53,1052118.979,274.995
T3YB5589,2000-06-14,,,,,590762.756,1052068.979,269.753
T3YB5590,2000-06-15,,,,,590762.643,1052093.979,274.637
T3YB5591,2000-06-15,,,,,590787.756,1052069.092,275.741
T3YB5592,2000-06-16,,,,,590787.643,1052094.092,276.238
T3YB5593,2000-06-14,F062,E525,S050,105.84,591989.178,1051489.931,211.166
T3YB5594,2000-06-27,F062,E525,S075,134.24,591989.292,1051464.93,222.844
T3YB5595,2000-06-27,F062,E500,S075,115.44,591964.292,1051464.817,212.361
T3YB5596,2000-06-16,,,,,590836.056,1052444.315,259.275
T3YB5597,2000-06-16,,,,,590836.17,1052419.316,261.316
T3YB5598,2000-06-17,,,,,590836.283,1052394.316,262.104
T3YB5599,2000-06-16,,,,,590787.53,1052119.092,276.115
T3YB5600,2000-06-17,,,,,590787.416,1052144.091,274.941
T3YB5601,2000-06-19,,,,,590787.303,1052169.091,273.527
T3YB5608,2000-06-19,,,,,590836.396,1052369.316,263.932
T3YB5609,2000-06-20,,,,,590836.509,1052344.316,266.251
T3YB5610,2000-06-21,,,,,590836.623,1052319.317,267.339
T3YB5611,2000-06-20,,,,,590787.19,1052194.091,271.955
T3YB5612,2000-06-21,,,,,590787.076,1052219.09,270.421
T3YB5613,2000-06-22,,,,,590786.963,1052244.09,269.413
T3YB5621,2000-06-22,,,,,590836.736,1052294.316,267.795
T3YB5622,2000-06-23,,,,,590836.849,1052269.316,267.701
T3YB5623,2000-06-23,,,,,590836.963,1052244.317,267.539
T3YB5627,2000-06-23,,,,,590786.85,1052269.09,269.052
T3YB5628,2000-06-23,,,,,590786.737,1052294.09,268.659
T3YB5629,2000-06-24,,,,,590786.623,1052319.089,268.251
T3YB5630,2000-06-24,,,,,590837.076,1052219.317,268.371
T3YB5631,2000-06-26,,,,,590887.075,1052219.543,262.612
T3YB5632,2000-06-27,,,,,590862.076,1052219.431,267.201
T3YB5633,2000-06-26,,,,,590786.51,1052344.089,266.917
T3YB5634,2000-06-27,,,,,590761.397,1052368.976,262.036
T3YB5635,2000-06-28,,,,,590761.17,1052418.975,254.421
T3YB5636,2000-06-28,,,,,590761.284,1052393.976,260.004
T3YB5637,2000-06-30,,,,,590786.397,1052369.089,264.743
T3YB5638,2000-06-30,,,,,590786.283,1052394.089,261.417
T3YB5639,2000-06-28,,,,,590837.189,1052194.317,270.825
T3YB5640,2000-06-28,,,,,590862.189,1052194.431,268.55
T3YB5641,2000-06-29,,,,,590837.302,1052169.317,271.502
T3YB5642,2000-07-01,,,,,590786.17,1052419.089,257.954
T3YB5643,2000-07-03,,,,,590786.057,1052444.089,249.936
T3YB5644,2000-07-04,,,,,590936.055,1052444.768,258.386
T3YB5645,2000-07-05,,,,,590911.055,1052444.654,261.51
T3YB5646,2000-06-30,,,,,590837.416,1052144.318,273.174
T3YB5647,2000-07-01,,,,,590837.529,1052119.318,277.109
T3YB5648,2000-07-03,,,,,590837.642,1052094.318,278.254
T3YB5652,2000-06-29,F062,E500,S050,99.6,591964.179,1051489.816,209.239
T3YB5653,2000-07-07,F062,E475,S025,106.23,591939.065,1051514.703,224.37
T3YB5654,2000-07-04,F062,E475,S000,115.44,591938.952,1051539.702,228.558
T3YB5660,2000-07-06,,,,,590862.755,1052069.432,281.042
T3YB5661,2000-07-03,,,,,590837.756,1052069.319,279.971
T3YB5662,2000-07-04,,,,,590837.869,1052044.319,282.085
T3YB5663,2000-07-04,,,,,590837.982,1052019.319,283.951
T3YB5671,2000-07-05,E068,E475,S875,105.63,591938.838,1051564.702,233.042
T3YB5672,2000-07-06,F062,E475,S075,117.89,591939.292,1051464.703,226.657
T3YB5673,2000-07-07,F062,E475,S050,117.55,591939.179,1051489.703,228.758
T3YB5674,2000-07-06,,,,,590935.829,1052494.768,259.922
T3YB5675,2000-07-05,,,,,590861.056,1052444.428,262.481
T3YB5676,2000-07-07,,,,,590861.169,1052419.428,261.901
T3YB5677,2000-07-06,,,,,590862.642,1052094.432,277.825
T3YB5678,2000-07-07,,,,,590862.529,1052119.432,275.973
T3YB5679,2000-07-05,,,,,590862.982,1052019.433,284.894
T3YB5680,2000-07-05,,,,,590862.869,1052044.433,284.177
T3YB5681,2000-07-08,,,,,590862.416,1052144.431,272.914
T3YB5682,2000-07-10,,,,,590862.302,1052169.431,267.167
T3YB5683,2000-07-11,,,,,590887.189,1052194.544,262.414
T3YB5690,2000-07-08,,,,,590887.529,1052119.545,272.369
T3YB5691,2000-07-10,,,,,590861.283,1052394.429,262.081
T3YB5692,2000-07-11,,,,,590861.396,1052369.429,263.01
T3YB5696,2000-07-08,F053,E750,S025,125.56,591314.072,1051511.865,344.474
T3YB5697,2000-07-14,F061,E075,S150,121.65,591539.636,1051387.889,361.275
T3YB5698,2000-07-15,F061,E075,S175,139.86,591539.75,1051362.889,367.942
T3YB5711,2000-07-11,,,,,590912.188,1052194.657,257.656
T3YB5712,2000-07-12,,,,,590887.302,1052169.544,268.263
T3YB5713,2000-07-13,,,,,590937.188,1052194.771,253.043
T3YB5714,2000-07-12,,,,,590886.396,1052369.543,261.523
T3YB5715,2000-07-13,,,,,590886.282,1052394.542,259.766
T3YB5716,2000-07-14,,,,,590886.169,1052419.542,260.081
T3YB5717,2000-07-13,,,,,590912.302,1052169.658,262.175
T3YB5718,2000-07-14,,,,,590887.415,1052144.544,270.498
T3YB5719,2000-07-14,,,,,590912.415,1052144.658,266.32
T3YB5724,2000-07-14,,,,,590911.282,1052394.655,257.875
T3YB5736,2000-07-15,F061,E075,S125,129.88,591539.523,1051412.887,354.844
T3YB5737,2000-07-18,F061,E075,S100,119.04,591539.409,1051437.888,347.314
T3YB5738,2000-07-18,F061,E075,S075,133.75,591539.296,1051462.888,333.754
T3YB5739,2000-07-17,,,,,590887.642,1052094.545,275.172
T3YB5740,2000-07-17,,,,,590887.755,1052069.545,279.204
T3YB5741,2000-07-18,,,,,590887.868,1052044.545,282.256
T3YB5746,2000-07-17,,,,,590936.282,1052394.769,257.861
T3YB5747,2000-07-18,,,,,590936.395,1052369.769,259.571
T3YB5748,2000-07-19,,,,,590936.508,1052344.769,259.35
T3YB5752,2000-07-18,,,,,590937.981,1052019.772,268.883
T3YB5753,2000-07-19,,,,,590912.982,1052019.659,276.13
T3YB5754,2000-07-19,,,,,590912.868,1052044.659,277.589
T3YB5755,2000-07-20,,,,,590936.622,1052319.77,259.813
T3YB5756,2000-07-20,,,,,590936.735,1052294.77,259.641
T3YB5757,2000-07-21,,,,,590936.848,1052269.77,257.154
T3YB5758,2000-07-19,F061,E200,S175,102.26,591664.749,1051363.457,322.219
T3YB5759,2000-07-20,F061,E175,S150,106.66,591639.636,1051388.343,328.88
T3YB5760,2000-08-04,F061,E200,S150,100.84,591664.636,1051388.456,319.054
T3YB5764,2000-07-20,,,,,590912.755,1052069.659,276.224
T3YB5765,2000-07-20,,,,,590912.642,1052094.659,275.492
T3YB5766,2000-08-08,,,,,590937.641,1052094.771,275.543
T3YB5767,2000-07-21,,,,,590912.528,1052119.658,272.089
T3YB5768,2000-07-21,,,,,590937.301,1052169.771,257.616
T3YB5769,2000-07-22,,,,,590937.868,1052044.772,273.546
T3YB5770,2000-07-28,,,,,590937.755,1052069.772,275.34
T3YB5771,2000-07-22,,,,,590911.735,1052294.656,263.319
T3YB5772,2000-07-22,,,,,590911.622,1052319.656,263.131
T3YB5773,2000-07-27,,,,,590911.509,1052344.656,262.873
T3YB5774,2000-07-28,,,,,590886.509,1052344.543,263.549
T3YB5775,2000-07-29,,,,,590861.509,1052344.429,264.903
T3YB5793,2000-07-29,,,,,590937.528,1052119.771,274.397
T3YB5794,2000-07-31,,,,,590937.415,1052144.771,268.888
T3YB5795,2000-07-31,,,,,590812.756,1052069.206,278.04
T3YB5796,2000-07-29,,,,,590861.622,1052319.429,266.333
T3YB5797,2000-07-31,,,,,590886.622,1052319.543,264.74
T3YB5798,2000-08-01,,,,,590861.736,1052294.43,266.595
T3YB5799,2000-08-02,,,,,590911.849,1052269.657,262.365
T3YB5806,2000-08-01,,,,,590812.869,1052044.206,279.558
T3YB5807,2000-08-01,,,,,590812.982,1052019.206,281.236
T3YB5808,2000-08-02,,,,,590787.983,1052019.093,278.833
T3YB5812,2000-08-02,,,,,590762.983,1052018.979,278.494
T3YB5813,2000-08-03,,,,,590737.983,1052018.866,276.947
T3YB5814,2000-08-03,,,,,590762.87,1052043.979,272.192
T3YB5815,2000-08-03,,,,,590886.849,1052269.544,263.397
T3YB5816,2000-08-04,,,,,590886.735,1052294.543,265.051
T3YB5817,2000-08-07,,,,,590861.849,1052269.43,266.582
T3YB5824,2000-08-04,,,,,590737.87,1052043.866,272.194
T3YB5825,2000-08-04,,,,,590712.87,1052043.752,270.915
T3YB5826,2000-08-07,,,,,590712.984,1052018.753,275.279
T3YB5833,2000-08-08,,,,,590861.962,1052244.43,266.94
T3YB5834,2000-08-09,,,,,590886.962,1052244.544,265.66
T3YB5835,2000-08-10,,,,,590911.962,1052244.657,262.21
T3YB5837,2000-08-07,,,,,590687.871,1052043.64,268.53
T3YB5838,2000-08-08,,,,,590687.757,1052068.639,264.579
T3YB5842,2000-08-09,,,,,590712.757,1052068.752,260.926
T3YB5843,2000-08-09,,,,,590712.644,1052093.752,266.145
T3YB5844,2000-08-10,,,,,590712.53,1052118.751,268.849
T3YB5845,2000-08-10,,,,,590737.53,1052118.865,272.381
T3YB5849,2000-08-08,F061,E075,S000,135.7,591538.956,1051537.887,308.862
T3YB5850,2000-08-09,E067,E075,S775,115.65,591538.389,1051662.886,291.757
T3YB5851,2000-08-10,E067,E075,S800,111.55,591538.502,1051637.886,293.061
T3YB5852,2000-08-11,,,,,590737.757,1052068.866,262.366
T3YB5853,2000-08-12,,,,,590737.643,1052093.865,271.62
T3YB5854,2000-08-12,,,,,590787.869,1052044.092,266.774
T3YB5855,2000-08-12,,,,,590812.643,1052094.206,277.756
T3YB5856,2000-08-11,E067,E075,S750,124.48,591538.275,1051687.886,283.556
T3YB5857,2000-08-12,E067,E100,S775,93.19,591564.332,1051662.812,276.935
T3YB5858,2000-08-14,E067,E100,S750,125.04,591564.407,1051687.812,278.201
T3YB5862,2000-08-10,,,,,590912.075,1052219.657,259.036
T3YB5863,2000-08-11,,,,,590936.962,1052244.771,259.573
T3YB5864,2000-08-12,,,,,590937.075,1052219.771,255.867
T3YB5865,2000-08-12,,,,,590761.057,1052443.975,257.016
T3YB5871,2000-08-14,,,,,590423.29,1053015.477,192.215
T3YB5874,2000-08-15,E067,E075,S725,126.66,591538.161,1051712.886,275.233
T3YB5875,2000-08-16,E067,E100,S725,138.76,591564.482,1051712.812,269.028
T3YB5876,2000-08-17,E067,E125,S750,111.13,591589.407,1051687.736,269.137
T3YB5878,2000-08-14,,,,,590422.464,1053040.463,190.239
T3YB5899,2000-08-18,,,,,590294.228,1053136.278,156.875
T3YB5902,2000-08-18,E067,E125,S775,113.74,591589.332,1051662.736,265.336
T3YB5903,2000-08-19,E067,E100,S800,130.85,591564.256,1051637.811,278.697
T3YB5904,2000-08-21,E067,E125,S725,141.69,591589.482,1051712.737,263.097
T3YB5916,2000-08-19,,,,,590190.9784,1053232.92,117.474
T3YB5925,2000-08-22,E067,E100,S700,123.05,591564.557,1051737.812,259.353
T3YB5926,2000-08-23,E067,E075,S700,113.9,591538.048,1051737.885,267.772
T3YB5927,2000-08-24,E067,E075,S650,72.74,591537.821,1051787.884,247.252
T3YB5929,2000-08-21,,,,,590192.6305,1053182.947,120.936
T3YB5935,2000-08-22,,,,,590194.2825,1053132.974,122.975
T3YB5938,2000-08-23,,,,,590241.777,1053209.585,127.75
T3YB5939,2000-08-23,,,,,590217.617,1053183.772,132.203
T3YB5940,2000-08-24,,,,,590218.4429,1053158.786,133.271
T3YB5941,2000-08-22,,,,,590245.081,1053109.64,147.588
T3YB5942,2000-08-23,,,,,590244.255,1053134.626,144.693
T3YB5943,2000-08-23,,,,,590243.429,1053159.613,140.755
T3YB5944,2000-08-24,,,,,590242.603,1053184.599,134.539
T3YB5960,2000-08-25,E067,E150,S750,134.84,591614.407,1051687.661,258.23
T3YB5961,2000-08-28,E067,E150,S725,135.81,591614.482,1051712.661,254.269
T3YB5962,2000-08-29,E067,E175,S750,129.12,591639.407,1051687.586,246.76
T3YB5963,2000-08-24,,,,,590246.733,1053059.667,146.824
T3YB5964,2000-08-25,,,,,590271.72,1053060.493,150.397
T3YB5965,2000-08-25,,,,,590247.559,1053034.681,151.149
T3YB5966,2000-08-26,,,,,590248.385,1053009.695,153.267
T3YB5967,2000-08-24,,,,,590219.2688,1053133.8,134.364
T3YB5969,2000-08-25,,,,,590220.921,1053083.827,136.133
T3YB5983,2000-08-26,,,,,590272.546,1053035.506,158.738
T3YB5985,2000-08-26,,,,,590322.518,1053037.158,171.573
T3YB5986,2000-08-28,,,,,590298.358,1053011.347,168.208
T3YB5989,2000-08-28,,,,,590222.573,1053033.854,142.384
T3YB5994,2000-08-29,,,,,590249.211,1052984.708,161.435
T3YB5996,2000-08-28,,,,,590187.6743,1053332.865,97.8
T3YB6000,2000-08-30,E067,E125,S700,122.35,591589.558,1051737.736,258.44
T3YB6001,2000-08-31,E067,E150,S700,138.82,591614.557,1051737.661,248.836
T3YB6002,2000-08-01,E067,E175,S725,121.77,591639.482,1051712.587,244.626
T3YB6003,2000-08-09,E067,E175,S700,91.12,591639.557,1051737.586,242.149
T3YB6004,2000-08-29,,,,,590275.024,1052960.548,175.682
T3YB6005,2000-08-30,,,,,590250.038,1052959.722,170.439
T3YB6006,2000-08-30,,,,,590347.505,1053037.985,176.312
T3YB6007,2000-08-30,,,,,590324.17,1052987.186,180.618
T3YB6012,2000-08-30,,,,,590214.313,1053283.719,109.228
T3YB6013,2000-08-30,,,,,590240.125,1053259.558,111.349
T3YB6015,2000-08-31,,,,,590238.473,1053309.53,113.556
T3YB6016,2000-08-31,,,,,590323.345,1053012.172,180.345
T3YB6018,2000-08-31,,,,,590348.331,1053012.999,184.302
T3YB6019,2000-09-01,,,,,590374.143,1052988.839,191.581
T3YB6020,2000-09-01,,,,,590349.157,1052988.012,190.948
T3YB6029,2000-09-01,,,,,590264.285,1053285.371,119.562
T3YB6030,2000-09-01,,,,,590265.111,1053260.384,116.453
T3YB6032,2000-09-02,,,,,590240.951,1053234.571,117.187
T3YB6034,2000-09-02,,,,,590424.116,1052990.491,194.995
T3YB6035,2000-09-04,,,,,590424.942,1052965.504,199.495
T3YB6036,2000-09-04,,,,,590425.768,1052940.518,204.55
T3YB6037,2000-09-01,,,,,590349.983,1052963.026,197.403
T3YB6048,2000-09-04,,,,,590350.809,1052938.04,202.725
T3YB6052,2000-09-12,E067,E200,S750,133.58,591664.407,1051687.51,242.168
T3YB6053,2000-09-12,E067,E200,S725,125.92,591664.482,1051712.511,236.519
T3YB6054,2000-09-13,E067,E100,S650,113.13,591564.707,1051787.811,243.761
T3YB6055,2000-09-14,E067,E075,S625,116.8,591537.707,1051812.884,248.075
T3YB6056,2000-09-05,,,,,590449.102,1052991.316,200.458
T3YB6057,2000-09-05,,,,,590449.928,1052966.33,204.87
T3YB6058,2000-09-06,,,,,590450.754,1052941.344,209.237
T3YB6059,2000-09-06,,,,,590451.58,1052916.357,214.784
T3YB6060,2000-09-07,,,,,590452.406,1052891.371,218.219
T3YB6061,2000-09-05,,,,,590400.782,1052939.692,202.001
T3YB6062,2000-09-06,,,,,590474.089,1052992.143,206.768
T3YB6063,2000-09-06,,,,,590474.915,1052967.156,210.368
T3YB6064,2000-09-07,,,,,590475.741,1052942.17,213.158
T3YB6065,2000-09-07,,,,,590476.567,1052917.184,215.988
T3YB6066,2000-09-08,,,,,590477.393,1052892.197,218.877
T3YB6067,2000-09-09,,,,,590478.219,1052867.211,220.92
T3YB6071,2000-09-07,,,,,590454.884,1052816.412,222.966
T3YB6072,2000-09-08,,,,,590454.058,1052841.398,222.274
T3YB6073,2000-09-09,,,,,590453.232,1052866.385,220.156
T3YB6074,2000-09-11,,,,,590455.71,1052791.426,223.216
T3YB6075,2000-09-12,,,,,590456.537,1052766.439,223.1
T3YB6076,2000-09-13,,,,,590457.363,1052741.453,222.5
T3YB6077,2000-09-13,,,,,590458.189,1052716.467,219.822
T3YB6078,2000-09-05,,,,,590374.969,1052963.851,196.33
T3YB6082,2000-09-12,,,,,590479.045,1052842.225,222.685
T3YB6083,2000-09-13,,,,,590479.871,1052817.238,224.244
T3YB6084,2000-09-13,,,,,590480.697,1052792.251,224.555
T3YB6085,2000-09-14,,,,,590481.523,1052767.265,224.824
T3YB6086,2000-09-15,,,,,590482.349,1052742.278,224.5
T3YB6093,2000-09-14,,,,,590433.202,1052715.64,216.747
T3YB6094,2000-09-14,,,,,590432.376,1052740.627,218.813
T3YB6095,2000-09-15,,,,,590431.55,1052765.613,220.732
T3YB6096,2000-09-16,,,,,590430.724,1052790.599,221.605
T3YB6097,2000-09-18,,,,,590429.898,1052815.585,221.606
T3YB6098,2000-09-16,,,,,590506.509,1052768.091,225.265
T3YB6099,2000-09-18,,,,,590505.683,1052793.078,225.265
T3YB6100,2000-09-18,,,,,590504.857,1052818.064,224.652
T3YB6101,2000-09-15,E067,E125,S650,150.07,591589.708,1051787.736,243.897
T3YB6102,2000-09-18,,,,,590524.061,1052993.795,206.828
T3YB6103,2000-09-19,,,,,590524.887,1052968.808,209.628
T3YB6115,2000-09-20,,,,,590525.713,1052943.822,212.318
T3YB6116,2000-09-20,,,,,590550.7,1052944.647,207.768
T3YB6117,2000-09-21,,,,,590526.539,1052918.836,215.938
T3YB6118,2000-09-20,,,,,590504.031,1052843.05,223.045
T3YB6119,2000-09-21,,,,,590503.205,1052868.037,221.513
T3YB6120,2000-09-22,,,,,590502.379,1052893.023,218.896
T3YB6121,2000-09-19,,,,,590429.072,1052840.572,220.719
T3YB6122,2000-09-22,,,,,590428.246,1052865.558,218.418
T3YB6123,2000-09-23,,,,,590427.42,1052890.545,216.059
T3YB6124,2000-09-25,,,,,590426.594,1052915.532,213.193
T3YB6125,2000-09-22,,,,,590501.553,1052918.009,216.418
T3YB6126,2000-09-23,,,,,590500.727,1052942.995,214.438
T3YB6127,2000-09-25,,,,,590499.901,1052967.982,212.038
T3YB6131,2000-09-22,,,,,590551.526,1052919.661,214.508
T3YB6132,2000-09-22,,,,,590527.365,1052893.849,218.801
T3YB6133,2000-09-23,,,,,590528.191,1052868.863,220.654
T3YB6134,2000-09-25,,,,,590529.017,1052843.877,221.543
T3YB6141,2000-09-26,,,,,590554.004,1052844.702,219.166
T3YB6142,2000-09-26,,,,,590578.99,1052845.529,217.863
T3YB6143,2000-09-27,,,,,590603.976,1052846.354,216.932
T3YB6144,2000-09-26,,,,,590403.26,1052864.733,216.676
T3YB6145,2000-09-28,,,,,590404.086,1052839.746,218.433
T3YB6146,2000-09-29,,,,,590404.912,1052814.76,218.98
T3YB6147,2000-09-29,,,,,590405.738,1052789.774,216.667
T3YB6157,2000-09-25,,,,,590499.075,1052992.968,208.798
T3YB6158,2000-09-26,,,,,590628.137,1052872.167,217.475
T3YB6159,2000-09-26,,,,,590627.311,1052897.153,215.018
T3YB6160,2000-09-29,,,,,590628.963,1052847.181,215.543
T3YB6162,2000-09-29,,,,,590652.297,1052897.979,212.359
T3YB6173,2000-09-27,,,,,590602.324,1052896.327,216.192
T3YB6174,2000-09-28,,,,,590603.151,1052871.34,218.882
T3YB6175,2000-09-28,,,,,590578.164,1052870.515,218.966
T3YB6176,2000-09-29,,,,,590553.178,1052869.688,220.184
T3YB6177,2000-09-30,,,,,590529.844,1052818.89,223.619
T3YB6178,2000-10-02,,,,,590554.83,1052819.716,222.113
T3YB6179,2000-10-02,,,,,590579.816,1052820.542,219.973
T3YB6180,2000-09-30,,,,,590406.564,1052764.787,215.628
T3YB6181,2000-09-30,,,,,590407.39,1052739.801,215.462
T3YB6182,2000-10-02,,,,,590408.216,1052714.815,212.81
T3YB6186,2000-09-30,,,,,590677.283,1052898.805,206.71
T3YB6188,2000-10-02,,,,,590624.833,1052972.112,191.01
T3YB6189,2000-10-03,,,,,590604.803,1052821.368,216.712
T3YB6190,2000-10-03,,,,,590605.629,1052796.381,217.54
T3YB6191,2000-10-04,,,,,590580.642,1052795.556,221.283
T3YB6192,2000-10-02,,,,,590409.042,1052689.828,208.964
T3YB6193,2000-10-03,,,,,590409.868,1052664.842,214.423
T3YB6194,2000-10-03,,,,,590434.028,1052690.654,211.09
T3YB6206,2000-10-04,,,,,590650.645,1052947.952,196.103
T3YB6207,2000-10-04,,,,,590625.659,1052947.126,202.307
T3YB6208,2000-10-05,,,,,590600.672,1052946.299,200.801
T3YB6209,2000-10-05,,,,,590555.656,1052794.73,224.42
T3YB6210,2000-10-06,,,,,590556.482,1052769.743,224.589
T3YB6211,2000-10-06,,,,,590530.669,1052793.904,225.265
T3YB6212,2000-10-04,,,,,590410.694,1052639.856,212.095
T3YB6214,2000-10-05,,,,,590436.506,1052615.695,217.675
T3YB6215,2000-10-06,,,,,590575.686,1052945.474,199.493
T3YB6217,2000-10-07,,,,,590574.86,1052970.46,195.218
T3YB6221,2000-10-05,,,,,590461.493,1052616.521,218.309
T3YB6222,2000-10-06,,,,,590486.479,1052617.347,219.638
T3YB6223,2000-10-06,,,,,590411.52,1052614.869,215.289
T3YB6230,2000-10-07,,,,,590412.346,1052589.883,217.562
T3YB6231,2000-10-07,,,,,590437.332,1052590.709,220.761
T3YB6232,2000-10-09,,,,,590462.319,1052591.535,223.227
T3YB6233,2000-10-07,,,,,590599.02,1052996.273,187.09
T3YB6234,2000-10-09,,,,,590619.877,1053122.03,188.618
T3YB6235,2000-10-10,,,,,590594.89,1053121.205,190.698
T3YB6236,2000-10-07,,,,,590483.175,1052717.292,221.677
T3YB6237,2000-10-07,,,,,590507.335,1052743.105,220.535
T3YB6238,2000-10-09,,,,,590508.161,1052718.119,221.241
T3YB6242,2000-10-09,,,,,590487.305,1052592.361,226.512
T3YB6243,2000-10-10,,,,,590512.291,1052593.187,227.408
T3YB6244,2000-10-10,,,,,590511.465,1052618.173,225.377
T3YB6245,2000-10-11,,,,,590536.452,1052618.999,230.695
T3YB6246,2000-10-09,,,,,590508.987,1052693.132,220.384
T3YB6247,2000-10-10,,,,,590484.827,1052667.32,221.707
T3YB6248,2000-10-10,,,,,590485.653,1052642.333,221.373
T3YB6249,2000-10-11,,,,,590569.904,1053120.378,192.718
T3YB6250,2000-10-11,,,,,590549.048,1052994.62,204.198
T3YB6251,2000-10-12,,,,,590549.874,1052969.634,207.488
T3YB6255,2000-10-11,,,,,590460.667,1052641.508,221.161
T3YB6256,2000-10-11,,,,,590459.841,1052666.494,218.138
T3YB6257,2000-10-13,,,,,590484.001,1052692.306,216.501
T3YB6262,2000-10-12,,,,,590537.278,1052594.013,233.473
T3YB6263,2000-10-12,,,,,590561.438,1052619.825,232.329
T3YB6264,2000-10-13,,,,,590562.264,1052594.839,237.296
T3YB6265,2000-10-14,,,,,590587.251,1052595.664,234.152
T3YB6266,2000-10-13,,,,,590574.034,1052995.447,198.078
T3YB6267,2000-10-13,,,,,590552.352,1052894.675,217.651
T3YB6268,2000-10-14,,,,,590601.498,1052921.313,210.911
T3YB6272,2000-10-13,,,,,590509.813,1052668.146,224.283
T3YB6273,2000-10-13,,,,,590510.639,1052643.16,220.346
T3YB6274,2000-10-14,,,,,590535.626,1052643.985,220.835
T3YB6275,2000-10-14,,,,,590586.424,1052620.651,226.833
T3YB6276,2000-10-16,,,,,590611.411,1052621.477,231.161
T3YB6277,2000-10-17,,,,,590636.397,1052622.304,229.894
T3YB6278,2000-10-14,,,,,590534.8,1052668.971,225.602
T3YB6279,2000-10-16,,,,,590560.612,1052644.812,222.047
T3YB6280,2000-10-17,,,,,590559.786,1052669.798,226.786
T3YB6281,2000-10-14,,,,,590626.485,1052922.14,209.959
T3YB6284,2000-10-17,,,,,590612.237,1052596.491,238.535
T3YB6285,2000-10-18,,,,,590637.223,1052597.317,238.163
T3YB6286,2000-10-19,,,,,590662.21,1052598.143,238.065
T3YB6287,2000-10-18,,,,,590533.974,1052693.958,220.638
T3YB6288,2000-10-18,,,,,590558.96,1052694.784,220.015
T3YB6289,2000-10-19,,,,,590533.148,1052718.944,219.054
T3YB6290,2000-10-18,,,,,590585.598,1052645.637,225.677
