drillhole,date,block,easting,northing,elev,x,y,z
HYYB0334,2006-01-19,C077,E100,S800,48.42,592470.925,1053381.918,50.366
HYYB0335,2006-01-19,C079,E700,S800,73.53,593069.795,1053393.595,74.74
HYYB0336,2006-01-21,C078,E300,S800,86.02,592674.596,1053416.207,89.363
HYYB0337,2006-01-25,C078,E500,S800,105.56,592870.638,1053389.424,107.512
HYYB0338,2006-01-27,C078,E400,S800,101.49,592774.116,1053415.746,103.491
HYYB0339,2006-01-21,C079,E800,S700,62.58,593168.107,1053495.818,64.315
HYYB0340,2006-01-24,C079,E600,S700,76.73,592968.158,1053491.346,77.468
HYYB0341,2006-01-24,C079,E700,S700,59.89,593068.133,1053493.582,60.063
HYYB0342,2006-01-24,C087,E000,S700,54.57,593268.083,1053498.054,56.476
HYYB0343,2006-01-26,C077,E200,S700,74.62,592569.03,1053483.778,71.242
HYYB0344,2006-01-26,C077,E100,S700,64.58,592469.047,1053481.9,58.455
HYYB0345,2006-01-26,C078,E300,S700,91.69,592673.734,1053514.925,92.113
HYYB0346,2006-02-01,C079,E800,S600,42.1,593166.552,1053595.829,44.845
HYYB0347,2006-01-28,C077,E000,S600,52.27,592367.186,1053580.005,56.377
HYYB0348,2006-01-28,C079,E600,S600,64.07,592966.602,1053591.357,65.671
HYYB0349,2006-02-01,C079,E700,S600,42.21,593066.577,1053593.594,44.082
HYYB0350,2006-01-28,C078,E500,S700,94.14,592868.977,1053489.411,92.977
HYYB0351,2006-02-04,C077,E200,S600,87.35,592567.151,1053583.76,89.183
HYYB0352,2006-01-30,C078,E300,S600,74.62,592673.722,1053590.702,75.499
HYYB0353,2006-01-31,C087,E000,S600,37.09,593266.527,1053598.066,39.349
HYYB0354,2006-02-01,C077,E100,S600,67.17,592467.169,1053581.882,68.758
HYYB0355,2006-02-01,C078,E500,S600,84.69,592866.627,1053589.121,86.285
HYYB0356,2006-02-02,C074,E000,S500,54.98,592365.309,1053679.987,59.541
HYYB0357,2006-02-02,C076,E600,S500,58.13,592964.443,1053691.694,59.047
HYYB0358,2006-02-01,C078,E400,S700,89.15,592773.734,1053515.308,87.194
HYYB0359,2006-02-02,C075,E300,S500,65.11,592665.256,1053685.621,66.207
HYYB0360,2006-02-04,C084,E000,S500,28.04,593264.368,1053698.403,32.339
HYYB0361,2006-02-03,C076,E800,S500,31.27,593164.393,1053696.166,32.086
HYYB0362,2006-02-06,C076,E700,S500,40.55,593064.417,1053693.93,41.666
HYYB0363,2006-02-15,C075,E500,S500,74.53,592864.468,1053689.458,76.945
HYYB0364,2006-02-10,C074,E100,S500,76.73,592465.291,1053681.865,80.025
HYYB0365,2006-02-02,C078,E400,S600,74.48,592773.722,1053590.746,80.12
HYYB0366,2006-02-09,C074,E000,S400,59.53,592364.162,1053779.268,64.462
HYYB0367,2006-02-06,C075,E300,S400,59.32,592663.378,1053785.603,60.891
HYYB0368,2006-02-06,C076,E600,S400,47.39,592964.151,1053790.178,48.227
HYYB0369,2006-02-08,C075,E400,S500,70.25,592765.238,1053687.498,72.107
HYYB0370,2006-02-11,C084,E000,S400,45.51,593264.076,1053796.886,46.475
HYYB0371,2006-02-13,C074,E200,S500,76.09,592565.274,1053683.742,78.904
HYYB0372,2006-02-11,C076,E800,S400,27.72,593164.101,1053794.65,29.021
HYYB0373,2006-02-11,C075,E300,S300,54.75,592661.851,1053885.951,56.059
HYYB0374,2006-02-10,C076,E700,S400,33.55,593064.126,1053792.413,34.05
HYYB0375,2006-02-21,C074,E000,S300,72.51,592361.926,1053879.242,72.376
HYYB0376,2006-02-14,C075,E400,S400,65.48,592764.201,1053785.705,67.36
HYYB0377,2006-02-14,C076,E600,S300,25.79,592961.915,1053890.153,25.576
HYYB0378,2006-02-28,C074,E100,S400,86.17,592463.414,1053781.847,88.599
HYYB0379,2006-02-16,C084,E000,S300,55.06,593260.692,1053896.838,57.666
HYYB0380,2006-02-18,D069,E800,S600,84.56,592284.105,1052678.285,83.959
HYYB0381,2006-02-18,D069,E700,S600,76.45,592184.123,1052676.407,77.19
HYYB0382,2006-02-22,D069,E600,S600,63.94,592084.655,1052675.597,63.813
HYYB0383,2006-02-27,C074,E200,S400,79.66,592563.396,1053783.725,81.799
HYYB0384,2006-02-15,C076,E700,S300,26.38,593061.89,1053892.389,27.027
HYYB0385,2006-02-17,C076,E800,S300,31.92,593161.865,1053894.624,34.201
HYYB0386,2006-02-17,C072,E300,S200,56.63,592659.616,1053985.926,58.204
HYYB0387,2006-02-18,C075,E400,S300,53.18,592761.965,1053885.681,55.416
HYYB0388,2006-02-17,C073,E600,S200,25.18,592959.678,1053990.127,26.727
HYYB0389,2006-02-23,D069,E800,S700,82.11,592285.983,1052578.303,83.109
HYYB0390,2006-02-26,E063,E800,S000,74.02,592289.739,1052378.338,73.733
HYYB0391,2006-02-18,C075,E500,S400,57.86,592864.176,1053787.941,60.487
HYYB0392,2006-02-24,C081,E000,S200,57.83,593259.603,1053996.836,57.884
HYYB0393,2006-02-20,C073,E700,S200,30.71,593059.654,1053992.364,34.419
HYYB0394,2006-02-22,C072,E300,S100,42.56,592657.745,1054085.55,44.545
HYYB0395,2006-02-22,C073,E800,S200,43.49,593159.629,1053994.6,46.81
HYYB0396,2006-02-22,C075,E500,S300,32.92,592861.94,1053887.916,36.358
HYYB0397,2006-02-22,C072,E400,S200,43,592759.59,1053988.162,44.512
HYYB0398,2006-02-22,C073,E600,S100,27.54,592957.826,1054090.111,29.405
HYYB0399,2006-02-23,D066,E800,S500,69.79,592282.228,1052778.267,71.277
HYYB0400,2006-02-27,D066,E700,S500,63.3,592182.245,1052776.39,67.869
HYYB0401,2006-02-24,C073,E700,S100,41.96,593057.801,1054092.347,42.023
HYYB0402,2006-02-27,C071,E000,S200,79.64,592359.651,1053979.934,79.391
HYYB0403,2006-02-23,C072,E500,S200,23.73,592859.703,1053987.892,25.765
HYYB0404,2006-02-27,C072,E400,S100,27.23,592757.735,1054087.07,30.201
HYYB0405,2006-02-23,C073,E800,S100,54.03,593157.775,1054094.583,54.593
HYYB0406,2006-03-02,C072,E300,S000,48.71,592655.905,1054184.817,49.629
HYYB0407,2006-03-27,C073,E600,S000,31.94,592955.971,1054190.094,32.172
HYYB0408,2006-02-24,D066,E600,S500,57.71,592082.263,1052774.512,65.216
HYYB0409,2006-03-01,D066,E800,S400,75.47,592280.133,1052880.02,76.886
HYYB0410,2006-03-15,D069,E700,S700,69.87,592186,1052576.425,72.802
HYYB0411,2006-03-01,C081,E000,S100,51.98,593257.75,1054096.819,52.341
HYYB0412,2006-02-28,C072,E500,S100,23.3,592857.709,1054089.306,24.584
HYYB0413,2006-03-10,C073,E700,S000,35.84,593055.946,1054192.33,36.862
HYYB0414,2006-03-07,D069,E800,S800,64.53,592287.86,1052478.32,72.616
HYYB0415,2006-03-03,C072,E400,S000,36.33,592755.88,1054187.052,37.599
HYYB0416,2006-03-03,C074,E200,S300,71.83,592561.876,1053883.714,74.041
HYYB0417,2006-03-02,B076,E600,S300,39.65,592954.0145,1054290.612,39.283
HYYB0418,2006-03-01,C072,E500,S000,23.53,592855.997,1054187.857,24.27
HYYB0419,2006-03-03,C074,E100,S300,89.83,592461.902,1053881.479,91.58
HYYB0420,2006-03-01,C073,E800,S000,52.14,593155.922,1054194.566,51.083
HYYB0421,2006-03-06,C081,E000,S000,33.94,593255.761,1054196.799,39.047
HYYB0422,2006-03-13,D066,E700,S400,82.91,592180.367,1052876.372,84.541
HYYB0423,2006-03-09,D066,E800,S300,76.5,592278.471,1052978.232,78.896
HYYB0424,2006-03-06,B078,E300,S800,37.65,592653.988,1054285.515,44.098
HYYB0425,2006-03-07,B079,E600,S700,30.36,592952.058,1054391.13,30.505
HYYB0426,2006-03-11,C071,E000,S100,72.51,592357.798,1054079.917,72.213
HYYB0427,2006-03-18,C071,E100,S200,84.76,592459.665,1053981.454,84.977
HYYB0428,2006-03-16,C071,E200,S200,78.97,592559.64,1053983.689,80.945
HYYB0429,2006-03-11,D066,E600,S400,78.39,592080.384,1052874.494,80.5
HYYB0430,2006-03-09,C063,E800,S000,51.98,592255.938,1054178.02,53.714
HYYB0431,2006-03-11,C063,E700,S000,63.34,592155.941,1054176.86,62.7
HYYB0432,2006-03-11,C063,E600,S000,59.36,592055.966,1054174.625,58.508
HYYB0433,2006-03-10,C062,E500,S000,51.53,591955.99,1054172.388,53.351
HYYB0434,2006-03-11,C062,E400,S000,70.03,591856.016,1054170.152,70.706
HYYB0435,2006-03-16,D069,E700,S800,55.45,592187.878,1052476.443,64.656
HYYB0436,2006-03-14,C062,E300,S000,67.82,591756.026,1054168.632,68.965
HYYB0437,2006-03-15,C063,E800,S100,64.6,592257.815,1054078.038,66.147
HYYB0438,2006-03-14,D063,E800,S200,83.26,592275.661,1053079.97,85.448
HYYB0439,2006-03-15,C062,E500,S100,69.57,591957.845,1054072.405,69.73
HYYB0440,2006-03-17,C063,E600,S100,63.94,592057.82,1054074.641,63.529
HYYB0441,2006-03-18,C071,E000,S000,53.82,592355.92,1054179.899,55.051
HYYB0442,2006-03-21,D066,E600,S300,80.04,592078.507,1052974.477,81.815
HYYB0443,2006-03-13,C063,E700,S100,68.74,592157.796,1054076.877,67.834
HYYB0444,2006-03-16,C071,E100,S000,61.38,592455.902,1054181.777,61.682
HYYB0445,2006-03-17,C062,E400,S100,81.56,591857.886,1054070.527,80.732
HYYB0446,2006-03-17,D066,E700,S300,84.4,592178.489,1052976.354,89.67
HYYB0447,2006-03-20,D063,E800,S100,73.42,592273.799,1053180.335,74.889
HYYB0448,2006-03-23,C063,E800,S200,77,592259.693,1053978.056,77.779
HYYB0449,2006-03-22,D069,E600,S700,50.6,592086.018,1052574.547,49.685
HYYB0450,2006-03-29,C071,E200,S100,65.12,592557.762,1054083.672,65.368
HYYB0451,2006-03-18,C062,E300,S100,77.91,591757.903,1054068.649,75.697
HYYB0452,2006-03-25,C062,E500,S200,72.94,591959.699,1053972.421,71.425
HYYB0453,2006-03-22,C071,E200,S000,52.27,592555.885,1054183.654,55.705
HYYB0454,2006-03-22,D063,E700,S200,95.73,592175.686,1053077.734,97.499
HYYB0455,2006-03-27,C063,E600,S200,76.64,592059.673,1053974.658,75.17
HYYB0456,2006-03-22,C062,E400,S200,57.63,591859.724,1053970.186,60.002
HYYB0457,2006-03-27,D065,E500,S500,58.82,591982.28,1052772.635,58.481
HYYB0458,2006-03-28,C062,E300,S200,51.14,591759.748,1053967.949,54.908
HYYB0459,2006-03-27,C063,E700,S200,71.07,592159.71,1053976.178,70.083
HYYB0460,2006-03-25,C071,E100,S100,68.65,592457.772,1054082.154,69.34
HYYB0461,2006-03-31,D063,E800,S000,59.4,592272.838,1053278.179,60.203
HYYB0462,2006-03-25,C061,E200,S000,46.87,591656.043,1054166.754,41.207
HYYB0463,2006-03-25,D063,E600,S200,84.67,592075.711,1053075.497,87.315
HYYB0464,2006-03-27,D063,E700,S100,80.41,592173.825,1053178.1,81.23
HYYB0465,2006-03-27,D065,E400,S300,68,591877.998,1052971.051,69.198
HYYB0466,2006-03-28,C066,E800,S300,76.78,592261.57,1053878.073,76.997
HYYB0467,2006-03-29,C065,E400,S300,39.89,591861.67,1053869.128,39.265
HYYB0468,2006-04-01,D063,E600,S100,66.12,592073.85,1053175.863,67.49
HYYB0469,2006-03-31,C065,E500,S300,47.1,591961.646,1053871.365,48.178
HYYB0470,2006-03-31,C063,E700,S000,64.56,592172.826,1053277.735,66.507
HYYB0471,2006-03-31,C069,E800,S600,42.92,592267.204,1053578.126,48.152
HYYB0472,2006-04-01,D062,E400,S200,84.11,591875.761,1053071.025,85.449
HYYB0473,2006-04-04,C066,E700,S300,76.29,592161.596,1053875.837,76.412
HYYB0474,2006-04-05,C066,E600,S300,69.69,592061.621,1053873.601,68.314
HYYB0475,2006-03-31,C066,E800,S400,70.45,592263.449,1053778.091,70.577
HYYB0476,2006-04-05,C067,E200,S800,81.98,591671.066,1053366.895,83.104
HYYB0477,2006-04-04,D065,E500,S400,65.52,591980.402,1052872.617,69.572
HYYB0478,2006-04-03,C065,E300,S300,26.02,591761.659,1053868.684,30.897
HYYB0479,2006-04-08,C066,E800,S500,50.87,592265.326,1053678.109,54.059
HYYB0480,2006-04-03,C061,E200,S100,42.63,591657.921,1054066.772,48.479
HYYB0481,2006-04-05,D062,E300,S100,74.93,591773.925,1053169.155,72.18
HYYB0482,2006-04-06,D062,E400,S100,86.2,591873.899,1053171.391,89.018
HYYB0483,2006-04-07,C069,E700,S800,55.27,592170.978,1053376.284,59.964
HYYB0484,2006-04-06,C069,E700,S600,48.27,592167.222,1053576.249,49.105
HYYB0485,2006-04-07,C069,E800,S800,44.47,592270.96,1053378.161,51.706
HYYB0486,2006-04-06,D063,E600,S000,60.03,592072.851,1053275.498,62.173
HYYB0487,2006-04-22,C061,E200,S200,49.89,591659.773,1053965.713,54.489
HYYB0488,2006-04-07,C065,E400,S400,17.17,591863.519,1053770.58,22.845
HYYB0489,2006-04-10,D065,E500,S300,60.55,591977.972,1052973.286,65.653
HYYB0490,2006-04-08,C065,E500,S400,42.19,591963.502,1053772.458,44.216
HYYB0491,2006-04-08,C065,E300,S400,9.01,591763.537,1053768.702,10.049
HYYB0492,2006-04-11,C066,E700,S400,76.93,592163.466,1053776.213,76.867
HYYB0493,2006-04-11,D062,E300,S000,74.85,591772.926,1053268.79,80.265
HYYB0494,2006-04-17,C067,E200,S700,81.55,591668.831,1053466.87,71.707
HYYB0495,2006-04-11,C069,E600,S600,34.22,592067.239,1053574.371,34.918
HYYB0496,2006-04-24,C066,E600,S400,69.56,592063.484,1053774.336,71.529
HYYB0497,2006-04-10,D062,E400,S000,90.93,591872.901,1053271.027,92.064
HYYB0498,2006-04-19,D065,E500,S000,80.66,591972.876,1053273.262,81.711
HYYB0499,2006-04-18,C069,E800,S700,50.82,592269.083,1053478.144,45.988
HYYB0500,2006-04-08,C069,E600,S800,70.16,592070.995,1053374.406,70.105
HYYB0501,2006-04-19,C066,E700,S500,51.41,592165.344,1053676.231,53.312
HYYB0502,2006-04-22,C065,E300,S500,15.87,591765.415,1053668.72,25.132
HYYB0503,2006-04-19,C065,E400,S500,27.18,591865.397,1053670.597,31.79
HYYB0504,2006-04-27,C069,E600,S700,57.83,592069.118,1053474.389,50.253
HYYB0505,2006-04-27,C067,E200,S500,18.53,591664.358,1053666.819,12.719
HYYB0506,2006-04-19,D062,E500,S200,76.57,591975.736,1053073.262,78.343
HYYB0507,2006-04-19,C065,E500,S500,30.25,591965.379,1053672.476,40.112
HYYB0508,2006-04-21,C068,E500,S800,79.75,591971.013,1053372.529,81.768
HYYB0509,2006-04-27,C066,E600,S500,60.55,592065.362,1053674.353,61.813
HYYB0510,2006-04-22,C069,E700,S700,58.43,592169.1,1053476.266,60.899
HYYB0511,2006-04-26,C068,E400,S800,84.55,591871.031,1053370.65,85.514
HYYB0512,2006-04-24,C067,E200,S600,57.85,591667.31,1053566.86,46.156
HYYB0513,2006-04-22,C068,E300,S800,95.29,591771.048,1053368.773,97.704
HYYB0514,2006-04-22,C068,E500,S600,36.26,591967.257,1053572.494,35.433
HYYB0515,2006-04-22,D062,E500,S100,70.53,591973.874,1053173.627,72.964
HYYB0516,2006-04-26,C068,E400,S600,57.22,591867.275,1053570.615,56.058
HYYB0517,2006-04-24,C068,E500,S700,66.19,591969.135,1053472.511,56.521
HYYB0518,2006-04-27,C068,E400,S700,89.72,591867.191,1053471.315,74.308
HYYB0519,2006-04-27,C064,E200,S300,25.47,591661.676,1053866.807,29.775
HYYB0520,2006-04-28,C068,E300,S600,50.94,591767.292,1053568.737,47.253
HYYB0521,2006-05-02,C068,E300,S700,68.53,591767.216,1053469.08,68.763
HYYB0522,2006-05-03,C064,E200,S400,9.94,591663.555,1053766.825,10.865
HYYB0523,2006-05-02,E091,E000,S200,180.37,594173.733,1052215.691,181.961
HYYB0524,2006-05-02,E091,E100,S200,179.05,594273.733,1052215.691,181.055
HYYB0525,2006-05-03,E095,E500,S500,147.33,594673.733,1051915.691,155.711
HYYB0526,2006-05-03,E095,E400,S500,170.46,594573.733,1051915.691,177.841
HYYB0527,2006-05-05,E094,E200,S300,203.84,594373.733,1052115.691,201.264
HYYB0528,2006-05-03,E083,E700,S200,102.64,593973.733,1052215.691,135.363
HYYB0529,2006-05-06,E095,E300,S300,197.86,594473.733,1052115.691,202.651
HYYB0530,2006-05-04,E083,E800,S100,142.67,594073.733,1052315.691,143.965
HYYB0531,2006-05-05,E093,E700,S000,201.38,594873.733,1051515.691,201.044
HYYB0532,2006-05-08,E091,E100,S100,179.05,594273.733,1052315.691,173.023
HYYB0533,2006-05-05,E091,E000,S100,147.5,594173.733,1052315.691,150.295
HYYB0534,2006-05-05,E096,E600,S500,132.5,594773.733,1051915.691,128.007
HYYB0535,2006-05-05,E096,E800,S800,205.43,594973.733,1051615.691,208.461
HYYB0536,2006-05-09,E089,E600,S700,177.99,593873.733,1051715.691,181.243
HYYB0537,2006-05-06,E083,E700,S100,105.65,593973.733,1052315.691,143.988
HYYB0538,2006-05-09,E095,E500,S400,135.98,594673.733,1052015.691,141.777
HYYB0539,2006-05-09,F092,E300,S100,223.76,594473.733,1051415.691,222.123
HYYB0540,2006-05-09,E095,E400,S400,157.09,594573.733,1052015.691,164.465
HYYB0541,2006-05-08,E083,E800,S000,140.8,594073.733,1052415.691,137.233
HYYB0542,2006-05-09,E096,E700,S500,141.44,594873.733,1051915.691,141.36
HYYB0543,2006-05-10,E091,E200,S200,192.97,594373.733,1052215.691,193.796
HYYB0544,2006-05-12,E092,E300,S200,175.12,594473.733,1052215.691,176.978
HYYB0545,2006-05-10,E083,E700,S000,71.49,593973.733,1052415.691,108.661
HYYB0546,2006-05-11,E091,E000,S000,153.04,594173.733,1052415.691,154.247
HYYB0547,2006-05-11,E099,E700,S800,196.23,594873.733,1051615.691,195.263
HYYB0548,2006-05-12,D089,E800,S800,151.95,594073.733,1052515.691,152.615
HYYB0549,2006-05-13,E086,E600,S600,103,593873.733,1051815.691,155.165
HYYB0550,2006-05-13,E091,E100,S000,151.6,594273.733,1052415.691,155.22
HYYB0551,2006-05-11,E099,E800,S700,191.57,594973.733,1051715.691,188.802
HYYB0552,2006-05-12,E099,E700,S600,152.96,594873.733,1051815.691,157.061
HYYB0553,2006-05-12,F092,E500,S100,220.51,594673.733,1051415.691,234.013
HYYB0554,2006-05-16,E091,E200,S100,171.3,594373.733,1052315.691,174
HYYB0555,2006-05-15,D097,E000,S800,160.02,594173.733,1052515.691,162.75
HYYB0556,2006-05-16,D089,E700,S800,130.14,593973.733,1052515.691,129.375
HYYB0557,2006-05-17,E093,E700,S100,201.77,594873.733,1051415.691,210.231
HYYB0558,2006-05-16,E099,E800,S600,166.63,594973.733,1051815.691,166.538
HYYB0559,2006-05-17,F093,E600,S100,200.28,594773.733,1051415.691,212.141
HYYB0560,2006-05-18,F092,E500,S200,233.44,594673.733,1051315.691,229.821
HYYB0561,2006-05-19,F092,E400,S100,241.38,594573.733,1051415.691,239.908
HYYB0562,2006-05-19,E092,E300,S100,162.43,594473.733,1052315.691,166.119
HYYB0563,2006-05-17,D089,E800,S700,153.17,594073.733,1052615.691,152.495
HYYB0564,2006-05-17,D097,E100,S800,139.05,594273.733,1052515.691,143.715
HYYB0565,2006-05-17,E086,E600,S500,86.79,593873.733,1051915.691,132.649
HYYB0566,2006-05-29,D098,E500,S600,98.8,594673.733,1052715.691,103.729
HYYB0567,2006-05-20,D097,E000,S700,152.16,594173.733,1052615.691,155.544
HYYB0568,2006-05-17,E099,E700,S700,175.67,594873.733,1051715.691,176.225
HYYB0569,2006-05-20,D089,E700,S700,146.14,593973.733,1052615.691,147.611
HYYB0570,2006-05-19,F095,E500,S500,181.35,594673.733,1051015.691,171.473
HYYB0571,2006-05-20,F095,E500,S300,223.4,594673.733,1051215.691,218.094
HYYB0572,2006-05-23,E096,E800,S500,169,594973.733,1051915.691,169.084
HYYB0573,2006-05-24,D089,E800,S600,139.01,594073.733,1052715.691,139.787
HYYB0574,2006-05-20,E091,E200,S000,144.34,594373.733,1052415.691,145.726
HYYB0575,2006-05-23,D097,E100,S700,134.03,594273.733,1052615.691,137.973
HYYB0576,2006-05-22,F093,E600,S200,220.58,594773.733,1051315.691,228.011
HYYB0577,2006-05-24,F092,E400,S200,224.19,594573.733,1051315.691,220.584
HYYB0578,2006-05-24,F096,E600,S300,211.95,594773.733,1051215.691,210.057
HYYB0579,2006-05-24,E092,E300,S000,151.03,594473.733,1052415.691,155.507
HYYB0580,2006-05-25,D089,E600,S700,130.18,593873.733,1052615.691,131.579
HYYB0581,2006-05-25,D097,E000,S600,135.93,594173.733,1052715.691,137.548
HYYB0582,2006-05-24,D089,E700,S600,135.72,593973.733,1052715.691,132.257
HYYB0583,2006-05-26,F096,E600,S500,167.42,594773.733,1051015.691,176.376
HYYB0584,2006-05-26,D097,E200,S800,123.22,594373.733,1052515.691,125.812
HYYB0585,2006-05-24,F095,E500,S400,200.91,594673.733,1051115.691,198.324
HYYB0586,2006-05-29,D097,E100,S600,124.57,594273.733,1052715.691,128.297
HYYB0587,2006-05-26,F096,E700,S300,179.79,594873.733,1051215.691,185.15
HYYB0588,2006-05-29,F095,E400,S300,203.69,594573.733,1051215.691,191.971
HYYB0589,2006-05-29,D086,E800,S500,115.59,594073.733,1052815.691,120.222
HYYB0590,2006-05-29,D086,E700,S500,129.39,593973.733,1052815.691,129.207
HYYB0591,2006-05-30,D089,E500,S700,104.79,593773.733,1052615.691,104.42
HYYB0592,2006-05-30,D098,E300,S800,130.62,594473.733,1052515.691,132.706
HYYB0593,2006-05-29,F098,E500,S600,152.39,594673.733,1050915.691,136.241
HYYB0594,2006-05-29,F096,E600,S400,180.61,594773.733,1051115.691,182.569
HYYB0595,2006-05-31,D089,E600,S600,131.74,593873.733,1052715.691,129.756
HYYB0596,2006-05-30,F096,E800,S300,141.71,594973.733,1051215.691,156.116
HYYB0597,2006-06-01,D094,E000,S500,117.72,594173.733,1052815.691,117.665
HYYB0598,2006-06-02,F096,E700,S500,144.02,594873.733,1051015.691,152.247
HYYB0599,2006-06-01,D097,E200,S700,116.44,594373.733,1052615.691,119.902
HYYB0600,2006-06-05,D086,E800,S400,109.55,594073.733,1052915.691,112.188
HYYB0601,2006-06-02,F095,E400,S400,185.31,594573.733,1051115.691,165.774
HYYB0602,2006-06-02,D086,E700,S400,113.95,593973.733,1052915.691,115.229
HYYB0603,2006-06-02,F099,E600,S600,149.05,594773.733,1050915.691,151.068
HYYB0604,2006-06-02,D094,E100,S500,108.65,594273.733,1052815.691,111.635
HYYB0605,2006-06-03,F096,E700,S400,162.76,594873.733,1051115.691,168.203
HYYB0606,2006-06-06,D086,E600,S500,118.67,593873.733,1052815.691,122.349
HYYB0607,2006-06-05,D088,E500,S600,97.99,593773.733,1052715.691,92.815
HYYB0608,2006-06-08,F096,E800,S400,140.82,594973.733,1051115.691,154.112
HYYB0609,2006-06-05,E092,E400,S100,140.35,594573.733,1052315.691,130.936
HYYB0610,2006-06-03,D098,E300,S700,118.23,594473.733,1052615.691,117.953
HYYB0611,2006-06-10,D095,E500,S500,99.93,594673.733,1052815.691,87.73
HYYB0612,2006-06-05,D094,E000,S400,95.07,594173.733,1052915.691,97.072
HYYB0613,2006-06-08,D086,E700,S300,100.25,593973.733,1053015.691,101.926
HYYB0614,2006-06-06,F096,E800,S500,133.75,594973.733,1051015.691,139.663
HYYB0615,2006-06-08,F099,E700,S600,139.83,594873.733,1050915.691,144.614
HYYB0616,2006-06-07,D094,E100,S400,90.11,594273.733,1052915.691,93.336
HYYB0617,2006-06-05,D097,E200,S600,99.02,594373.733,1052715.691,109.728
HYYB0618,2006-06-08,D086,E800,S300,84.54,594073.733,1053015.691,91.431
HYYB0619,2006-06-09,D098,E300,S600,119.76,594473.733,1052715.691,120.402
HYYB0620,2006-06-09,D083,E600,S000,50.2,593867.457,1053308.229,50.984
HYYB0621,2006-06-13,D085,E500,S500,95.08,593773.733,1052815.691,92.426
HYYB0622,2006-06-10,D094,E000,S300,75.15,594173.733,1053015.691,76.069
HYYB0623,2006-07-13,D078,E550,S600,109.55,592923.469,1052716.137,108.93
HYYB0624,2006-06-09,E092,E400,S000,139.86,594573.733,1052415.691,131.486
HYYB0625,2006-06-09,D083,E700,S000,48.49,593967.439,1053310.107,49.094
HYYB0626,2006-06-15,C078,E350,S700,94.88,592723.734,1053515.117,90.854
HYYB0627,2006-06-17,D071,E250,S100,81.38,592623.733,1053215.691,84.906
