No,drillhole,Date ,Block,E/W,N/S,CoreRec,ELEV,FROM,TO,Length,AreaInfl,Vol, Category , %Ni , %Fe , %Co ,DESCRIPTION,Excavated,ExYear,NiVol,FeVol,CoVol,ORE CLASS,Cu. m.,%Ni,%Fe,%Co,Category,Excavated,%Ni,%Ni,%Fe,%Fe,,MINERAL RESOURCES AS OF YEAR 2018,,,,,,MINERAL RESOURCES AS OF YEAR 2018,,,,,,,,,,,,,,Statistic Data of 2016 Mineral Resources TMC,,,,Taga1,,,,,,,,,
221,5578_T1,16-Oct-09,D008,550,875,0.82,219.82,219.82,219,0.82,625,512.5,M,0.95,49.18,0.05,RBR-LAT,,,486.875,25204.75,25.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5579_T1,22-Oct-09,D017,225,875,0.7,406.7,406.7,406,0.7,625,437.5,M,1.37,44.15,0.16,RBR-YBR-YOR-LAT w/ YG-MHR,,,599.375,19315.625,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5580_T1,16-Oct-09,D017,200,800,1,413.12,413.12,412,1.12,625,700,M,1.33,39.92,0.13,RBR-YBR-LAT,,,931,27944,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5581_T1,16-Oct-09,D006,875,450,1.4,342.45,342.45,341,1.45,625,906.25,M,1.46,30.47,0.06,RBR-LAT w/ YG-MHR,,,1323.125,27613.4375,54.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5582_T1,19-Oct-09,D002,500,275,1.25,196.27,196.27,195,1.27,625,793.75,M,0.85,47.58,0.04,RBR-LAT,,,674.6875,37766.625,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5583_T1,16-Oct-09,E003,625,0,0.6,209.73,209.73,209,0.73,625,456.25,M,0.91,20.39,0.03,RBR-YBR-YOR-LAT w/ YG-CS-SP,,,415.1875,9302.9375,13.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5584_T1,17-Oct-09,D009,850,625,1,313.32,313.32,312,1.32,625,825,M,1.12,42.58,0.11,RBR-LAT,,,924,35128.5,90.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5585_T1,19-Oct-09,D008,525,775,0.9,183.43,183.43,182,1.43,625,893.75,M,1.13,43.48,0.1,RBR-LAT w/ YG-CS-SP,,,1009.9375,38860.25,89.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5586_T1,19-Oct-09,D006,825,525,0.4,327.66,327.66,327,0.66,625,412.5,M,0.96,48.78,0.07,YBR-LAT,,,396,20121.75,28.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5587_T1,19-Oct-09,D014,0,525,1,362.21,362.21,361,1.21,625,756.25,M,1.06,51.67,0.05,RBR-YBR-LAT,,,801.625,39075.4375,37.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5588_T1,19-Oct-09,D017,200,825,0.77,411.77,411.77,411,0.77,625,481.25,M,1.16,23.82,0.04,RBR-LAT w/ YG-CS-SP,,,558.25,11463.375,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5589_T1,19-Oct-09,D017,225,850,0.82,411.82,411.82,411,0.82,625,512.5,M,1.12,45.66,0.09,RBR-YBR-LAT,,,574,23400.75,46.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5590_T1,19-Oct-09,D017,175,800,1,404.38,404.38,403,1.38,625,862.5,M,1.16,47.77,0.08,YBR-LAT,,,1000.5,41201.625,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5591_T1,17-Oct-09,D008,575,725,0.7,180.81,180.81,180,0.81,625,506.25,M,0.59,14.39,0.04,RBR-LAT w/ YG-CS-SP w/ YG-MHR,,,298.6875,7284.9375,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5592_T1,19-Oct-09,D009,625,625,0.65,225.65,225.65,225,0.65,625,406.25,M,1.39,60.01,0.09,RBR-LAT,,,564.6875,24379.0625,36.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5593_T1,20-Oct-09,D006,675,500,0.72,200.72,200.72,200,0.72,625,450,M,1.12,44.73,0.06,RBR-LAT,,,504,20128.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5594_T1,20-Oct-09,D006,875,500,0.9,352.98,352.98,352,0.98,625,612.5,M,1.09,48.66,0.08,RBR-LAT,,,667.625,29804.25,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5595_T1,19-Oct-09,D009,650,850,1,194.41,194.41,193,1.41,625,881.25,M,0.85,38.63,0.08,RBR-LAT,,,749.0625,34042.6875,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5596_T1,20-Oct-09,D008,575,875,1,219.03,219.03,218,1.03,625,643.75,M,0.9,51.99,0.04,RBR-YBR-LAT,,,579.375,33468.5625,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5597_T1,19-Oct-09,D006,725,475,1,281.3,281.3,280,1.3,625,812.5,M,1,43.11,0.09,RBR-LAT,,,812.5,35026.875,73.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5598_T1,20-Oct-09,D005,550,375,0.7,202.91,202.91,202,0.91,625,568.75,M,1.29,47.92,0.07, RBR-LAT,,,733.6875,27254.5,39.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5599_T1,20-Oct-09,D008,525,825,0.72,201.72,201.72,201,0.72,625,450,M,0.74,51.78,0.04,RBR-LAT,,,333,23301,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5600_T1,20-Oct-09,D006,875,550,0.71,285.71,285.71,285,0.71,625,443.75,M,1.16,46.97,0.04,RBR-LAT,,,514.75,20842.9375,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,5601_T1,21-Oct-09,D002,575,125,1,183.19,183.19,182,1.19,625,743.75,M,0.87,26.97,0.06,RBR-LAT w/ YG-CS-SP,,,647.0625,20058.9375,44.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5602_T1,21-Oct-09,D008,575,825,0.5,195.55,195.55,195,0.55,625,343.75,M,0.5,8.39, -   ,RBR-LAT w/ YG-CS-SP w/ YG-MHR,,,171.875,2884.0625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5603_T1,20-Oct-09,D009,625,800,1,184.26,184.26,183,1.26,625,787.5,M,0.49,14.91,0.04,RBR-LAT w/ PG-HR,,,385.875,11741.625,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5604_T1,21-Oct-09,D008,575,850,1,206.45,206.45,205,1.45,625,906.25,M,0.97,52.34,0.09,RBR-YBR-LAT,,,879.0625,47433.125,81.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5605_T1,21-Oct-09,D005,525,400,0.6,199.74,199.74,199,0.74,625,462.5,M,0.78,50.38,0.03,RBR-LAT,,,360.75,23300.75,13.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5606_T1,21-Oct-09,D017,175,875,0.95,389.96,389.96,389,0.96,625,600,M,0.82,52.02,0.04,RBR-LAT,,,492,31212,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,5607_T1,22-Oct-09,E006,600,125,0.91,270.91,270.91,270,0.91,625,568.75,M,0.54,44.31,0.01,RBR-LAT,,,307.125,25201.3125,5.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5608_T1,21-Oct-09,D017,175,825,0.9,403.24,403.24,402,1.24,625,775,M,1.2,49.48,0.12,RBR-LAT,,,930,38347,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5609_T1,21-Oct-09,D014,25,550,0.57,366.57,366.57,366,0.57,625,356.25,M,1.35,23.16,0.04,RBR-LAT w/ YG-CS-SP,,,480.9375,8250.75,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5610_T1,22-Oct-09,D014,50,525,1.3,375.4,375.4,374,1.4,625,875,M,1.11,49.2,0.04,RBR-YBR-LAT,,,971.25,43050,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5611_T1,22-Oct-09,D014,100,525,0.8,378.21,378.21,377,1.21,625,756.25,M,1.03,47.62,0.06,RBR-LAT,,,778.9375,36012.625,45.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5612_T1,22-Oct-09,D006,725,500,1,283.06,283.06,282,1.06,625,662.5,M,1.12,44.65,0.12,RBR-LAT ,,,742,29580.625,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5613_T1,22-Oct-09,D009,675,700,0.8,276.9,276.9,276,0.9,625,562.5,M,1.26,13.92,0.03,RBR-LAT w/ YG-CS-SP w/ YG-MHR,,,708.75,7830,16.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5614_T1,22-Oct-09,D003,600,275,1.28,215.28,215.28,214,1.28,625,800,M,0.78,51.28,0.03,RBR-LAT,,,624,41024,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5615_T1,22-Oct-09,D009,725,800,0.5,215.62,215.62,215,0.62,625,387.5,M,0.92,50.57,0.03,RBR-YBR-LAT,,,356.5,19595.875,11.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5616_T1,23-Oct-09,D009,625,600,1,233.36,233.36,232,1.36,625,850,M,1.04,47.89,0.09,RBR-YBR-LAT,,,884,40706.5,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5617_T1,24-Oct-09,D017,200,850,0.8,406.89,406.89,406,0.89,625,556.25,M,0.99,52.03,0.06,RBR-LAT,,,550.6875,28941.6875,33.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5618_T1,26-Oct-09,D017,175,850,1,398.39,398.39,397,1.39,625,868.75,M,0.97,49.55,0.09,RBR-LAT,,,842.6875,43046.5625,78.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5619_T1,24-Oct-09,D008,525,800,1.44,191.44,191.44,190,1.44,625,900,M,1.52,46.14,0.1,RBR-YOR-LAT w/ YG-MHR,,,1368,41526,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5620_T1,23-Oct-09,D006,675,525,0.82,268.82,268.82,268,0.82,625,512.5,M,1.17,42.4,0.12,RBR-LAT,,,599.625,21730,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5621_T1,24-Oct-09,D009,725,875,0.78,225.78,225.78,225,0.78,625,487.5,M,0.9,49.25,0.08,RBR-LAT,,,438.75,24009.375,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5622_T1,23-Oct-09,D005,550,325,0.6,207.78,207.78,207,0.78,625,487.5,M,0.91,48.45,0.05,RBR-LAT,,,443.625,23619.375,24.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5623_T1,23-Oct-09,D009,725,825,1,222.45,222.45,221,1.45,625,906.25,M,1.09,41.96,0.05,RBR-LAT w/ YG-CS-SP,,,987.8125,38026.25,45.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5624_T1,24-Oct-09,D008,575,675,0.5,190.61,190.61,190,0.61,625,381.25,M,1.17,49.12,0.12,RBR-YBR-LAT,,,446.0625,18727,45.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5625_T1,24-Oct-09,D008,550,825,0.64,198.64,198.64,198,0.64,625,400,M,0.8,30.43,0.06,RBR-YBR-LAT w/ YG-MHR,,,320,12172,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5626_T1,26-Oct-09,D014,125,525,0.5,380.73,380.73,380,0.73,625,456.25,M,1.26,48.93,0.12,RBR-YBR-LAT,,,574.875,22324.3125,54.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5627_T1,26-Oct-09,D014,75,525,0.85,373.9,373.9,373,0.9,625,562.5,M,0.91,51.71,0.01,RBR-LAT,,,511.875,29086.875,5.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5628_T1,26-Oct-09,D008,550,775,0.6,179.68,179.68,179,0.68,625,425,M,0.72,19.63,0.04,RBR-LAT w/ YG-CS-SP w/ YG-MHR,,,306,8342.75,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5629_T1,27-Oct-09,D002,550,275,1,204.02,204.02,203,1.02,625,637.5,M,0.77,52.65,0.03,RBR-LAT,,,490.875,33564.375,19.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5630_T1,27-Oct-09,D006,675,350,0.69,236.69,236.69,236,0.69,625,431.25,M,0.78,51.82,0.04,RBR-LAT ,,,336.375,22347.375,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,5631_T1,26-Oct-09,D003,675,100,0.6,200.9,200.9,200,0.9,625,562.5,M,1.27,29.05,0.02,RBR-YOR-LAT w/ YG-CS-SP w/ YG-MHR,,,714.375,16340.625,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5632_T1,26-Oct-09,D009,600,850,0.5,199.95,199.95,199,0.95,625,593.75,M,1.59,32.44,0.07,YBR-LAT w/ YG-CS-SP,,,944.0625,19261.25,41.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,5633_T1,26-Oct-09,D002,575,150,0.4,194.56,194.56,194,0.56,625,350,M,0.74,51.02,0.04,RBR-LAT ,,,259,17857,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5634_T1,26-Oct-09,D009,725,775,0.9,218.02,218.02,217,1.02,625,637.5,M,0.64,9.32,0.02,RBR-LAT w/ YG-CS-SP w/ YG-MHR,,,408,5941.5,12.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5635_T1,27-Oct-09,D006,675,550,1,263.24,263.24,262,1.24,625,775,M,1.08,51.86,0.04,RBR-LAT,,,837,40191.5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5636_T1,27-Oct-09,D006,725,525,0.75,281.75,281.75,281,0.75,625,468.75,M,1.09,46.97,0.05,RBR-LAT ,,,510.9375,22017.1875,23.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5637_T1,27-Oct-09,D009,675,675,1,228.44,228.44,227,1.44,625,900,M,1.5,12.76,0.02,RBR-LAT w/ YG-MHR ,,,1350,11484,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5638_T1,27-Oct-09,D006,875,525,0.69,346.69,346.69,346,0.69,625,431.25,M,1.1,50.75,0.08,RBR-LAT ,,,474.375,21885.9375,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5639_T1,28-Oct-09,D009,750,800,0.95,230.11,230.11,229,1.11,625,693.75,M,1.02,48.52,0.08,RBR-YBR-LAT ,,,707.625,33660.75,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5640_T1,28-Oct-09,D002,500,225,1.15,189.16,189.16,188,1.16,625,725,M,0.86,51.88,0.03,RBR-YBR-LAT ,,,623.5,37613,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5641_T1,28-Oct-09,D017,250,875,0.89,416.89,416.89,416,0.89,625,556.25,M,1.13,47.21,0.18,RBR-YBR-LAT ,,,628.5625,26260.5625,100.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5642_T1,28-Oct-09,D009,750,825,1,235.21,235.21,234,1.21,625,756.25,M,0.76,50.47,0.04,RBR-LAT,,,574.75,38167.9375,30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5643_T1,29-Oct-09,D008,550,850,0.75,211.23,211.23,210,1.23,625,768.75,M,0.76,48.81,0.04,RBR-LAT ,,,584.25,37522.6875,30.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5644_T1,4-Nov-09,D006,700,525,1,275.05,275.05,274,1.05,625,656.25,M,1.18,49.06,0.07,RBR-LAT,,,774.375,32195.625,45.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5645_T1,5-Nov-09,D009,675,650,1,230.31,230.31,229,1.31,625,818.75,M,1.12,42.16,0.08,RBR-YBR-LAT ,,,917,34518.5,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5646_T1,7-Nov-09,D006,700,475,0.85,271.85,271.85,271,0.85,625,531.25,M,1.07,44.44,0.05,RBR-LAT ,,,568.4375,23608.75,26.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5647_T1,6-Nov-09,D009,750,875,0.73,230.73,230.73,230,0.73,625,456.25,M,1.16,44.14,0.08,RBR-YBR-LAT ,,,529.25,20138.875,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5648_T1,7-Nov-09,D006,650,425,1,238.3,238.3,237,1.3,625,812.5,M,0.99,46.64,0.05,RBR-YBR-LAT ,,,804.375,37895,40.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5649_T1,6-Nov-09,D006,675,325,1.39,236.39,236.39,235,1.39,625,868.75,M,0.82,48.65,0.04,RBR-LAT ,,,712.375,42264.6875,34.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5650_T1,10-Nov-09,E006,750,0,0.92,238.92,238.92,238,0.92,625,575,M,0.99,40.69,0.05,RBR-YBR-LAT ,,,569.25,23396.75,28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5651_T1,9-Nov-09,D009,675,625,0.8,242.08,242.08,241,1.08,625,675,M,1.37,39.73,0.08,RBR-LAT w/ YG-MHR ,,,924.75,26817.75,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5652_T1,10-Nov-09,D006,725,550,1,281.34,281.34,280,1.34,625,837.5,M,1.54,40.98,0.08,RBR-LAT ,,,1289.75,34320.75,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5653_T1,11-Nov-09,D006,675,400,0.5,243.59,243.59,243,0.59,625,368.75,M,0.93,47.78,0.09,RBR-LAT ,,,342.9375,17618.875,33.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5654_T1,11-Nov-09,E003,750,25,0.62,239.62,239.62,239,0.62,625,387.5,M,1.09,44.45,0.1,RBR-YBR-LAT ,,,422.375,17224.375,38.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5655_T1,13-Nov-09,D009,675,600,1,250.44,250.44,249,1.44,625,900,M,0.89,45.63,0.05,RBR-LAT,,,801,41067,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5656_T1,13-Nov-09,D006,750,575,1,287.11,287.11,286,1.11,625,693.75,M,1.25,45.68,0.09,RBR-LAT ,,,867.1875,31690.5,62.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5657_T1,17-Nov-09,D009,675,875,0.6,207.87,207.87,207.3,0.57,625,356.25,M,0.99,42.19,0.07,RBR-LAT,,,352.6875,15030.1875,24.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5658_T1,17-Nov-09,D006,675,575,0.75,257.9,257.9,257,0.9,625,562.5,M,0.9,48.36,0.05,RBR-LAT ,,,506.25,27202.5,28.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5659_T1,17-Nov-09,D006,800,525,0.58,315.58,315.58,315,0.58,625,362.5,M,0.94,47.71,0.04,RBR-LAT ,,,340.75,17294.875,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5660_T1,17-Nov-09,D006,675,425,0.6,248.76,248.76,248,0.76,625,475,M,0.44,47.9,0.07,RBR-YBR-LAT ,,,209,22752.5,33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5661_T1,17-Nov-09,D006,650,325,0.77,230.77,230.77,230,0.77,625,481.25,M,0.77,48.52,0.04,RBR-LAT ,,,370.5625,23350.25,19.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5662_T1,19-Nov-09,D009,675,850,0.5,205.85,205.85,205,0.85,625,531.25,M,0.85,43.65,0.07,RBR-LAT ,,,451.5625,23189.0625,37.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5663_T1,19-Nov-09,D006,725,575,1,274.23,274.23,273,1.23,625,768.75,M,1.34,54,0.07,RBR-LAT ,,,1030.125,41512.5,53.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5664_T1,20-Nov-09,D006,800,475,1,309.28,309.28,308,1.28,625,800,M,1.14,54.04,0.08,RBR-LAT ,,,912,43232,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5665_T1,4-Dec-09,D006,625,425,1.05,227.21,227.21,226,1.21,625,756.25,M,0.89,53.03,0.07,YBR-YOR-LAT,,,673.0625,40103.9375,52.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5666_T1,20-Nov-09,D006,650,475,1,246.4,246.4,245,1.4,625,875,M,1.29,45.31,0.12,YBR-YOR-LAT w/ YG-MHR ,,,1128.75,39646.25,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5667_T1,23-Nov-09,D008,550,800,1,187.17,187.17,186,1.17,625,731.25,M,0.92,34.72,0.12,RBR-YBR-LAT w/ YG-CS-SP,,,672.75,25389,87.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5668_T1,21-Nov-09,D003,650,275,0.56,222.56,222.56,222,0.56,625,350,M,0.67,56.72,0.03,RBR-LAT ,,,234.5,19852,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5669_T1,25-Nov-09,D009,725,600,0.5,267.02,267.02,266,1.02,625,637.5,M,1.15,46.65,0.07,RBR-LAT,,,733.125,29739.375,44.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5670_T1,25-Nov-09,D006,800,425,1,305.33,305.33,304,1.33,625,831.25,M,1.75,12.56,0.03,YG-CS-SP,,,1454.6875,10440.5,24.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5671_T1,26-Nov-09,D008,575,800,0.9,183.27,183.27,182,1.27,625,793.75,M,1.38,42.94,0.09,RBR-LAT ,,,1095.375,34083.625,71.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5672_T1,27-Nov-09,D006,700,575,0.64,264.64,264.64,264,0.64,625,400,M,1.19,49.1,0.05,RBR-LAT,,,476,19640,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5673_T1,28-Nov-09,D006,625,575,0.85,247.96,247.96,247,0.96,625,600,M,1.05,49.06,0.06,RBR-YBR-LAT,,,630,29436,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5674_T1,28-Nov-09,D014,75,550,1,374.13,374.13,373,1.13,625,706.25,M,0.89,49.46,0.05,RBR-LAT,,,628.5625,34931.125,35.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,5675_T1,1-Dec-09,D009,725,625,0.4,254.52,254.52,254,0.52,625,325,M,1.09,47.07,0.06,RBR-LAT,,,354.25,15297.75,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5676_T1,1-Dec-09,D006,650,525,0.7,249.4,249.4,248,1.4,625,875,M,1.5,16.16,0.03,YOR-LAT w/ YOR-YG-CS-SP w/ YG-MHR ,,,1312.5,14140,26.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5677_T1,1-Dec-09,D006,625,550,1,243.42,243.42,242,1.42,625,887.5,M,0.92,49.37,0.04,RBR-LAT,,,816.5,43815.875,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,5678_T1,2-Dec-09,D014,125,550,0.85,387.17,387.17,386,1.17,625,731.25,M,1.06,51.65,0.1,RBR-YBR-LAT,,,775.125,37769.0625,73.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5679_T1,2-Dec-09,D006,625,525,1,237.23,237.23,236,1.23,625,768.75,M,0.75,10.59, -   ,YBR-LAT w/ YG-MHR w/ YG-CS-SP,,,576.5625,8141.0625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,5680_T1,2-Dec-09,D006,650,575,0.5,251.67,251.67,251,0.67,625,418.75,M,0.92,49.35,0.04,RBR-LAT ,,,385.25,20665.3125,16.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
